Title|Company|Location|Link|job_time
Security Engineer|SHEIN|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/security-engineer-at-shein-3356620002?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=ub8%2FhG5f4DXztRlvdrKl5A%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-11-16
Application Support Analyst|Marex|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/application-support-analyst-at-marex-3273516745?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=C0ZrD%2FrpmmcbCHNIGOQqig%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-11-15
Junior Power Platform Developer|Reperio Human Capital|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/junior-power-platform-developer-at-reperio-human-capital-3366843547?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=WTsp2tnsv21UTMx9ytVVMQ%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-10-24
Big Data Principal Engineer|Dun & Bradstreet|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/big-data-principal-engineer-at-dun-bradstreet-3342333396?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=hZcsV3NoETSVWoMKmZsIpQ%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-11-04
Associate Engineer|Sun Life|Waterford, County Waterford, Ireland|https://ie.linkedin.com/jobs/view/associate-engineer-at-sun-life-3283354584?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=D%2FA%2BJofLpYIlphW%2Bqwli6Q%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-11-12
Data Center Production Operations Engineer|Meta|Clonee, County Meath, Ireland|https://ie.linkedin.com/jobs/view/data-center-production-operations-engineer-at-meta-3168108861?refId=ttXJq689OB0KXwM34rdb2A%3D%3D&trackingId=WzEOLwaYAiJG8DAy9YzduQ%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card|2022-11-20
Associate Engineer|Sun Life|Waterford, County Waterford, Ireland|https://ie.linkedin.com/jobs/view/associate-engineer-at-sun-life-3279792498?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=%2Bv37ZLqoVwXSgB%2BNUPg%2Fig%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-10
Project Controls Engineer, Project Controllers & Data Analysts|RPS|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/project-controls-engineer-project-controllers-data-analysts-at-rps-3286474491?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=ohNRHBDj4Pa2OM1e%2FZgORQ%3D%3D&position=2&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-12
Principal System Analyst|e-Frontiers|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/principal-system-analyst-at-e-frontiers-3366708973?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=BFR9%2FuXnNAJTYrpLuVarEA%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-22 15:15:39.070920
Senior SQL Engineer (Test)|Dassault Systèmes|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-sql-engineer-test-at-dassault-syst%C3%A8mes-3353059052?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=cR8TvLdJyhe2bsCGZHAP6w%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-09
Senior Data Analyst, Partner Development – (Statistics/ML/BI) (Bangkok-based, relocation provided)|Agoda|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-data-analyst-partner-development-%E2%80%93-statistics-ml-bi-bangkok-based-relocation-provided-at-agoda-3342556503?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=AKRndjBOUxA0XHbvpXM4HQ%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-04
Information Technology Engineer|Bluecube Technology Solutions|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/information-technology-engineer-at-bluecube-technology-solutions-3362913102?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=vxO3XNUa5%2FuILWg0LcTb0w%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-16
Power Platform Developer|Aerogen|Galway, County Galway, Ireland|https://ie.linkedin.com/jobs/view/power-platform-developer-at-aerogen-3334493292?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=Rqy1gRLeUauYGFP%2BWlU9Og%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-18
Senior Data Engineer|Stelfox Tech Recruitment|Ireland|https://ie.linkedin.com/jobs/view/senior-data-engineer-at-stelfox-tech-recruitment-3341143830?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=t8%2BgwL%2FW7ZiS2naNfLUdsA%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-02
System Engineer (VMware)|Cohesity|Cork Metropolitan Area|https://ie.linkedin.com/jobs/view/system-engineer-vmware-at-cohesity-3332674531?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=V854eo%2Fjb2TFGJpKYVeTRQ%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-20
System Performance Engineer|Global Shares|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/system-performance-engineer-at-global-shares-3362762001?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=8WB3mYzrKHSDxiypM8cYuQ%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-16
Senior Information Security Operations Analyst|Mastercard|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-information-security-operations-analyst-at-mastercard-3270866233?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=kCAyX06Uu%2BNNnDHsWIAYfw%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-19
BI Platform Engineer|Aon|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/bi-platform-engineer-at-aon-3364575334?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=OR2Z8fx%2Fky%2F3wrU616%2F8wg%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-17
Endpoint Security Engineer|Kontex|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/endpoint-security-engineer-at-kontex-3364210630?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=UwvHn3dd7y9hxQ9r3QTuOA%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-17
SAP BI/Analytics Developer|Tata Consultancy Services|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/sap-bi-analytics-developer-at-tata-consultancy-services-3363957332?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=2pqCWZQzeAolEJtt6%2BTudw%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-22 15:15:39.073426
Credit Data Platform Developer|permanent tsb|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/credit-data-platform-developer-at-permanent-tsb-3358270263?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=LtZ70%2F1yTRl2d5hvb03GyA%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-15
Systems Engineer|General Motors|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/systems-engineer-at-general-motors-3291201486?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=n3vRG28P2xR9vom%2BRI0VUA%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-09
Python Developer - Quantitative Hedge Fund - London|OCR Alpha|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/python-developer-quantitative-hedge-fund-london-at-ocr-alpha-3362129527?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=QTWicCLF%2BqfggNUxVgJn%2FQ%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-16
Real World Data- Programmer|PharmiWeb.Jobs|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/real-world-data-programmer-at-pharmiweb-jobs-3333736069?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=0lmidOAf2M2lh5tayvwgOA%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-10-28
Senior Vulnerability Analyst|Mastercard|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-vulnerability-analyst-at-mastercard-3237739003?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=79xWlAOMyVulyJ4IXVHqUg%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-19
Quality Control Analyst - 4 cycle shift|Fastnet - The Talent Group|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/quality-control-analyst-4-cycle-shift-at-fastnet-the-talent-group-3362596168?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=uvWxazwd6uq7AQnE7MZpwQ%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-16
Salesforce Engineer - Opportunity for Working Remotely|VMware|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/salesforce-engineer-opportunity-for-working-remotely-at-vmware-3345358881?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=NhSwu29z%2BFgUoi0%2BIUnkkQ%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-04
Associate Engineer|Sun Life|Waterford, County Waterford, Ireland|https://ie.linkedin.com/jobs/view/associate-engineer-at-sun-life-3345889100?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=dgmr%2FxcmOBqE%2BmwuiabSeQ%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-10
OpenEdge Developer|Berkley Group|Ireland|https://ie.linkedin.com/jobs/view/openedge-developer-at-berkley-group-3364296327?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=y84q6jmANIGM64FVbU%2FIsA%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-17
Lead Data Engineer|Brightwater|Limerick, County Limerick, Ireland|https://ie.linkedin.com/jobs/view/lead-data-engineer-at-brightwater-3340496144?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=Oy8soYeaVmRMTYJOlJSqxg%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-02
Paranoids, Splunk Engineer|Yahoo|Ireland|https://ie.linkedin.com/jobs/view/paranoids-splunk-engineer-at-yahoo-3217153569?refId=ozM75fx7DB586AvfRqbKYA%3D%3D&trackingId=T5oKEhYoIYdo2DJCn%2B25ew%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card|2022-11-05
Salesforce Engineer - Opportunity for Working Remotely|VMware|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/salesforce-engineer-opportunity-for-working-remotely-at-vmware-3345358881?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=fNthXg43Raq5sYkLNLLKqA%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-04
Associate Engineer|Sun Life|Waterford, County Waterford, Ireland|https://ie.linkedin.com/jobs/view/associate-engineer-at-sun-life-3345889100?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=JXPjpjEWhUzjLkI%2FJyCi8A%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-10
Biostatistician 2 (CDS) EMEA|Labcorp Drug Development|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/biostatistician-2-cds-emea-at-labcorp-drug-development-3370186041?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=6Q2D%2FuriKcmC5lYUFsjYFA%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-10-28
Security Engineer - IAM|Millennium|Dublin City, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/security-engineer-iam-at-millennium-3358656973?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=uDspBcTyFKR79o4yT%2FY5rw%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-17
Lead Data Engineer|Brightwater|Limerick, County Limerick, Ireland|https://ie.linkedin.com/jobs/view/lead-data-engineer-at-brightwater-3340496144?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=vBvebm5lB2NE8BU%2FZR9K3A%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-02
Resident Engineers – Water Network Programme – North East|Jennings O'Donovan & Partners|County Meath, Ireland|https://ie.linkedin.com/jobs/view/resident-engineers-%E2%80%93-water-network-programme-%E2%80%93-north-east-at-jennings-o-donovan-partners-3363293040?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=m2TmsoG2qjKxJItG0CCuSQ%3D%3D&position=6&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-22 15:15:39.950915
Paranoids, Splunk Engineer|Yahoo|Ireland|https://ie.linkedin.com/jobs/view/paranoids-splunk-engineer-at-yahoo-3217153569?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=ON0qMkOjRIR89iZKIvqjKA%3D%3D&position=7&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-05
IT Infrastructure Engineer|PFH Technology Group|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/it-infrastructure-engineer-at-pfh-technology-group-3352504340?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=JiFk4XVLo%2BEGEIm3XICwbQ%3D%3D&position=8&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-11
Python Developer|Zinkworks|Athlone, County Roscommon, Ireland|https://ie.linkedin.com/jobs/view/python-developer-at-zinkworks-3369428906?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=S42DEi%2BxTh%2B02SwidxgQ5w%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-21
Business Process / Systems Analyst - Remote|Agilent Technologies|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/business-process-systems-analyst-remote-at-agilent-technologies-3365973185?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=1GmJcpyBugNcwjEZUqk9Xg%3D%3D&position=10&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-10-28
Lead Data Engineer|Eolas Recruitment|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/lead-data-engineer-at-eolas-recruitment-3363271218?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=8HYW5Fkj21AKq3zv2y2fBA%3D%3D&position=11&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-21
Information Technology Business Analyst|RECRUITERS|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/information-technology-business-analyst-at-recruiters-3360511300?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=aHESXYUu%2F2QtfIio5%2FLeKw%3D%3D&position=12&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-17
Data Backend Engineer - Consumer Data and Analytics (Remote)|Yelp|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/data-backend-engineer-consumer-data-and-analytics-remote-at-yelp-3335047046?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=6Jh%2BwTy09IFxrMRNqYY3VA%3D%3D&position=13&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-19
System Engineer (VMware)|Cohesity|Cork Metropolitan Area|https://ie.linkedin.com/jobs/view/system-engineer-vmware-at-cohesity-3332674531?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=psgQGB%2BW0O2YnjMrPSqrtw%3D%3D&position=14&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-20
IT Lab Business Analyst|MSD|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/it-lab-business-analyst-at-msd-3355112793?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=H9Iea6a9ipbsTi7%2BnAmAdA%3D%3D&position=15&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-22 15:15:39.951915
CSV Engineer|Cognizant|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/csv-engineer-at-cognizant-3344045870?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=vnH8j22M%2FQ0nf4bYTnCNyg%3D%3D&position=16&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-09
HR Business Systems Analyst|Cpl|Dublin City, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/hr-business-systems-analyst-at-cpl-3326778752?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=U%2FH%2FDnZcy8qiHh45YK2MGA%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-17
Senior BI Developer - Global Shares|JPMorgan Chase & Co.|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-bi-developer-global-shares-at-jpmorgan-chase-co-3283352808?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=NagJqML2obupBBYyjLpPmA%3D%3D&position=18&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-13
Senior Analyst, HR Analytics/Compensation|Prudential Financial|Letterkenny, County Donegal, Ireland|https://ie.linkedin.com/jobs/view/senior-analyst-hr-analytics-compensation-at-prudential-financial-3364714039?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=0BqPnZuPwOom4qe6IgDvxQ%3D%3D&position=19&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-10-24
Senior Data Engineer, Big Data|GitLab|Ireland|https://ie.linkedin.com/jobs/view/senior-data-engineer-big-data-at-gitlab-3332137084?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=JSFHU8xvqjA08nWIBdA29g%3D%3D&position=20&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-22 15:15:39.952916
Senior Database Engineer|Mastercard|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-database-engineer-at-mastercard-3237730980?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=8fGn5yJDHI5JdRH6gBityQ%3D%3D&position=21&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-19
Internal IT Systems Engineer|Advanced|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/internal-it-systems-engineer-at-advanced-3312800697?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=8SwtBiRgE7Q7MZ93auZMOw%3D%3D&position=22&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-10
Systems Engineer|General Motors|Limerick, County Limerick, Ireland|https://ie.linkedin.com/jobs/view/systems-engineer-at-general-motors-3291197962?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=qhTDd8lwZd5UsufZ1hN8GQ%3D%3D&position=23&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-09
PMO Analyst|NTT DATA Services|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/pmo-analyst-at-ntt-data-services-3340595124?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=%2F07eQmLVtS%2Bdk6XIjAz%2BEw%3D%3D&position=24&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-07
Data Backend Engineer - Consumer Data and Analytics (Remote)|Yelp|Ireland|https://ie.linkedin.com/jobs/view/data-backend-engineer-consumer-data-and-analytics-remote-at-yelp-3339949823?refId=RTNyGRzfM%2BlpnAnGRZ0rGQ%3D%3D&trackingId=R14Rfnco64KqwOlLziF1Iw%3D%3D&position=25&pageNum=15&trk=public_jobs_jserp-result_search-card|2022-11-01
Staff Database Engineer|ServiceNow|Dublin City, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/staff-database-engineer-at-servicenow-3347485320?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=FLnEv27FA%2BMd%2BmE0nSJjgg%3D%3D&position=1&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-07
OpenEdge Developer|Berkley Group|Ireland|https://ie.linkedin.com/jobs/view/openedge-developer-at-berkley-group-3364296327?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=4JBe5CUl0HYx0zrtI1VkaA%3D%3D&position=2&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-17
System engineer – progress to DevOps|Archer - The IT Recruitment Consultancy|County Dublin, Ireland|https://ie.linkedin.com/jobs/view/system-engineer-%E2%80%93-progress-to-devops-at-archer-the-it-recruitment-consultancy-3357291001?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=6S77VhChKFknSEQaith3EQ%3D%3D&position=3&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-14
CSV Engineer|Cognizant|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/csv-engineer-at-cognizant-3320029179?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=ltwsgWMAt613XyGlsFdsrQ%3D%3D&position=4&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-14
IT Systems Engineer|Morgan McKinley|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/it-systems-engineer-at-morgan-mckinley-3362736863?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=WMoVDxOY5DCOxZaM29HPcw%3D%3D&position=5&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-16
BI Developer|Reperio Human Capital|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/bi-developer-at-reperio-human-capital-3367438486?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=P%2FBitEZZOwgOQGLU%2FuB8Vw%3D%3D&position=6&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-19
Project Controls Engineer, Project Controllers & Data Analysts|RPS|Cork, County Cork, Ireland|https://ie.linkedin.com/jobs/view/project-controls-engineer-project-controllers-data-analysts-at-rps-3286477072?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=4xvy4NxKoC5GthlbT1PPLA%3D%3D&position=7&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-13
Senior Cloud Security Engineer|Kontex|Ireland|https://ie.linkedin.com/jobs/view/senior-cloud-security-engineer-at-kontex-3369463600?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=tSL2oZi3ZIuCJ0mM6TmBHQ%3D%3D&position=8&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-21
Oracle Developer|Brightwater|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/oracle-developer-at-brightwater-3294631337?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=v34kfHhswIUPBgbvov1W7A%3D%3D&position=9&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-10-25
Senior Actuarial & Analytics Analyst - New Hire Referral Bonus|Travelers Europe|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/senior-actuarial-analytics-analyst-new-hire-referral-bonus-at-travelers-europe-3349736648?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=7macyW%2FeS%2Ff2QuWIP1FMBw%3D%3D&position=10&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-09
Cloud Engineer - GCP Cloud SQL Specialist|DoiT International|Ireland|https://ie.linkedin.com/jobs/view/cloud-engineer-gcp-cloud-sql-specialist-at-doit-international-3276481295?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=5%2F1kqaaPJfM3O26HnUkkCQ%3D%3D&position=11&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-04
Senior Data Engineer-PySpark|Hertz|Greater Dublin|https://ie.linkedin.com/jobs/view/senior-data-engineer-pyspark-at-hertz-3356929406?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=mTcDH9UzzQM6%2BXSBJGyaMA%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-12
Python Developer|Collabera|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/python-developer-at-collabera-3369173242?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=wmqLL%2B%2FD%2FlF8D2GpdB%2BmJw%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-21
2022 Intern - Cloud Telemetry Engineering|Huawei Ireland Research Center|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/2022-intern-cloud-telemetry-engineering-at-huawei-ireland-research-center-3343404932?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=M72OHmrUedRDrbibH8rbpA%3D%3D&position=14&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-03
Salesforce Engineer - Opportunity for Working Remotely|VMware|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/salesforce-engineer-opportunity-for-working-remotely-at-vmware-3350223790?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=C9KR7GxyxXsJ3iwaUEaLPQ%3D%3D&position=15&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-07
Clinical Data programmer|IQVIA|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/clinical-data-programmer-at-iqvia-3343775350?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=PC5QJw6WdVPZT1dWChiFKw%3D%3D&position=16&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-03
Infrastructure Market Data Engineer|Susquehanna International Group, LLP (SIG)|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/infrastructure-market-data-engineer-at-susquehanna-international-group-llp-sig-3364550452?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=DPZApTryszUZxp5%2FymldfQ%3D%3D&position=17&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-10-23
Storage Engineer|Kaseya|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/storage-engineer-at-kaseya-3356137407?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=2QEYs6oaSrR%2FnkDMjW6AZw%3D%3D&position=18&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-11
Lead Cyber Data Engineer|Kontex|Dublin, County Dublin, Ireland|https://ie.linkedin.com/jobs/view/lead-cyber-data-engineer-at-kontex-3339178784?refId=GAnwpudvCDLdJGpQNQv%2B1w%3D%3D&trackingId=3jjaNsnSU0C30UrjWw5VbA%3D%3D&position=19&pageNum=16&trk=public_jobs_jserp-result_search-card|2022-11-01
